,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
15294,22,60000,RENT,6.0,MEDICAL,C,15000,13.35,0,0.25,Y,3,0.25
15295,26,130000,MORTGAGE,8.0,PERSONAL,A,10000,6.03,0,0.08,N,2,0.07692307692307693
15296,26,130000,MORTGAGE,5.0,PERSONAL,D,35000,18.25,0,0.27,Y,4,0.2692307692307692
15297,24,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,12.42,0,0.04,N,2,0.038461538461538464
15298,26,130000,MORTGAGE,2.0,MEDICAL,A,18000,7.9,0,0.14,N,2,0.13846153846153847
15299,22,60000,RENT,5.0,MEDICAL,A,15000,7.49,0,0.25,N,4,0.25
15300,25,130000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,35000,10.99,0,0.27,N,3,0.2692307692307692
15301,26,130000,MORTGAGE,7.0,VENTURE,D,6500,15.99,0,0.05,Y,3,0.05
15302,24,130000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,11.99,0,0.05,N,3,0.05384615384615385
15303,24,60000,RENT,7.0,HOMEIMPROVEMENT,C,15000,13.85,0,0.25,Y,2,0.25
15304,25,60000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.25,N,3,0.25
15305,26,130000,MORTGAGE,3.0,MEDICAL,A,8600,5.99,0,0.07,N,3,0.06615384615384616
15306,23,60000,RENT,7.0,PERSONAL,C,15000,14.22,0,0.25,Y,2,0.25
15307,24,60000,RENT,8.0,DEBTCONSOLIDATION,B,15000,11.83,0,0.25,N,3,0.25
15308,24,130000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.05,N,2,0.046153846153846156
15309,25,130000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,8000,13.49,0,0.06,N,4,0.06153846153846154
15310,23,60000,RENT,4.0,VENTURE,B,15000,11.83,0,0.25,N,3,0.25
15311,23,130000,MORTGAGE,1.0,EDUCATION,C,15000,12.87,0,0.12,Y,4,0.11538461538461539
15312,25,130000,MORTGAGE,9.0,EDUCATION,B,15000,11.14,0,0.12,N,3,0.11538461538461539
15313,23,130000,MORTGAGE,4.0,MEDICAL,A,6000,5.42,0,0.05,N,2,0.046153846153846156
15314,25,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,5.42,0,0.02,N,2,0.023076923076923078
15315,23,130000,MORTGAGE,4.0,EDUCATION,A,6800,8.49,0,0.05,N,3,0.052307692307692305
15316,23,130000,MORTGAGE,7.0,MEDICAL,C,5000,14.79,0,0.04,Y,3,0.038461538461538464
15317,22,130000,MORTGAGE,3.0,EDUCATION,C,14500,13.48,0,0.11,Y,4,0.11153846153846154
15318,22,60132,RENT,7.0,EDUCATION,C,15000,14.26,0,0.25,N,4,0.24945120734384355
15319,22,54225,RENT,0.0,EDUCATION,E,15000,16.7,1,0.28,Y,4,0.2766251728907331
15320,23,60480,RENT,7.0,EDUCATION,B,15000,10.83,0,0.25,N,2,0.24801587301587302
15321,23,130000,MORTGAGE,7.0,EDUCATION,A,5000,5.79,0,0.04,N,4,0.038461538461538464
15322,24,100300,MORTGAGE,2.0,MEDICAL,D,30000,14.91,1,0.25,Y,3,0.29910269192422734
15323,23,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.05,N,3,0.046153846153846156
15324,24,130000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.74,0,0.19,N,3,0.19230769230769232
15325,25,130000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6325,6.54,0,0.05,N,3,0.04865384615384615
15326,24,130000,MORTGAGE,8.0,EDUCATION,A,18500,7.49,0,0.14,N,2,0.1423076923076923
15327,22,55000,RENT,0.0,DEBTCONSOLIDATION,D,15000,14.83,1,0.27,Y,4,0.2727272727272727
15328,24,61100,RENT,1.0,DEBTCONSOLIDATION,B,15000,12.53,0,0.25,N,2,0.24549918166939444
15329,23,130000,MORTGAGE,7.0,MEDICAL,B,25000,11.12,0,0.19,N,3,0.19230769230769232
15330,24,130000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.12,N,4,0.11538461538461539
15331,25,130000,MORTGAGE,2.0,VENTURE,A,12000,7.51,0,0.09,N,2,0.09230769230769231
15332,24,61284,RENT,3.0,HOMEIMPROVEMENT,D,15000,18.25,0,0.24,Y,4,0.2447620912473076
15333,24,130000,MORTGAGE,8.0,PERSONAL,C,13000,13.61,0,0.1,N,4,0.1
15334,25,130000,MORTGAGE,5.0,VENTURE,C,20000,13.48,0,0.15,N,2,0.15384615384615385
15335,24,61800,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.24,N,4,0.24271844660194175
15336,26,130000,MORTGAGE,10.0,MEDICAL,B,4000,10.99,0,0.03,N,3,0.03076923076923077
15337,25,130000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,25000,11.36,0,0.19,N,3,0.19230769230769232
15338,23,56000,RENT,4.0,DEBTCONSOLIDATION,B,15000,12.69,1,0.27,N,4,0.26785714285714285
15339,23,130000,MORTGAGE,2.0,PERSONAL,B,10000,11.36,0,0.08,N,3,0.07692307692307693
15340,23,130000,MORTGAGE,7.0,EDUCATION,B,20000,10.62,0,0.15,N,4,0.15384615384615385
15341,21,56000,RENT,5.0,MEDICAL,E,15000,16.0,1,0.27,N,2,0.26785714285714285
15342,21,62004,RENT,0.0,VENTURE,A,15000,7.29,0,0.24,N,4,0.24191987613702343
15343,24,130000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.19,N,3,0.19230769230769232
15344,24,130000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,14.26,0,0.12,Y,4,0.11538461538461539
15345,22,130000,MORTGAGE,3.0,VENTURE,B,24250,12.18,0,0.19,N,4,0.18653846153846154
15346,25,62280,RENT,3.0,EDUCATION,A,15000,8.94,0,0.24,N,4,0.24084778420038536
15347,24,130000,MORTGAGE,3.0,PERSONAL,B,25000,11.83,0,0.19,N,3,0.19230769230769232
15348,23,130000,OWN,7.0,VENTURE,D,22600,14.96,0,0.17,Y,2,0.17384615384615384
15349,24,130000,OWN,8.0,VENTURE,B,22800,10.99,0,0.18,N,3,0.1753846153846154
15350,22,22800,OWN,1.0,MEDICAL,A,9000,5.99,0,0.39,N,2,0.39473684210526316
15351,22,130000,MORTGAGE,6.0,MEDICAL,B,25000,11.83,0,0.19,N,3,0.19230769230769232
15352,22,130000,MORTGAGE,2.0,EDUCATION,B,13000,11.14,0,0.1,N,3,0.1
15353,25,130000,MORTGAGE,2.0,VENTURE,D,19400,16.0,0,0.15,Y,4,0.14923076923076922
15354,24,62400,RENT,8.0,EDUCATION,B,15000,9.45,0,0.24,N,4,0.2403846153846154
15355,23,130000,OWN,7.0,VENTURE,C,15000,13.22,0,0.12,Y,3,0.11538461538461539
15356,22,130000,MORTGAGE,1.0,VENTURE,A,13000,8.94,0,0.1,N,4,0.1
15357,25,130000,MORTGAGE,9.0,VENTURE,C,21000,13.16,0,0.16,N,3,0.16153846153846155
15358,25,130000,MORTGAGE,9.0,PERSONAL,B,15000,11.89,0,0.12,N,2,0.11538461538461539
15359,26,130000,MORTGAGE,9.0,EDUCATION,A,7000,8.0,0,0.05,N,2,0.05384615384615385
15360,25,58000,RENT,5.0,DEBTCONSOLIDATION,D,15000,18.25,1,0.26,N,2,0.25862068965517243
15361,24,130000,MORTGAGE,2.0,MEDICAL,B,1250,10.95,0,0.01,N,2,0.009615384615384616
15362,24,130000,MORTGAGE,6.0,PERSONAL,B,20000,11.58,0,0.15,N,2,0.15384615384615385
15363,26,130000,MORTGAGE,3.0,PERSONAL,B,5000,9.64,0,0.04,N,2,0.038461538461538464
15364,23,130008,MORTGAGE,0.0,MEDICAL,A,9000,7.74,0,0.07,N,2,0.06922650913789921
15365,23,130104,MORTGAGE,7.0,VENTURE,A,24000,6.54,0,0.18,N,2,0.18446781036709095
15366,23,130208,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000,12.73,0,0.15,Y,4,0.15360039321700664
15367,22,130920,MORTGAGE,0.0,VENTURE,A,15000,8.94,0,0.11,N,2,0.1145737855178735
15368,23,130992,MORTGAGE,6.0,EDUCATION,A,6000,7.51,0,0.05,N,3,0.04580432392817882
15369,21,65000,RENT,4.0,PERSONAL,B,15000,12.42,0,0.23,N,4,0.23076923076923078
15370,26,22440,OWN,10.0,VENTURE,B,4750,11.86,0,0.21,N,4,0.21167557932263814
15371,25,131000,MORTGAGE,1.0,PERSONAL,C,7500,12.29,0,0.06,N,3,0.05725190839694656
15372,24,131004,MORTGAGE,8.0,PERSONAL,A,24000,7.49,0,0.18,N,4,0.1832005129614363
15373,24,22320,OWN,4.0,MEDICAL,E,1000,16.32,1,0.04,N,2,0.044802867383512544
15374,23,22300,OWN,1.0,MEDICAL,B,7500,11.12,0,0.34,N,4,0.336322869955157
15375,26,132000,MORTGAGE,3.0,PERSONAL,A,2000,7.51,0,0.02,N,3,0.015151515151515152
15376,24,59000,RENT,5.0,EDUCATION,C,15000,14.79,1,0.25,Y,3,0.2542372881355932
15377,26,132000,MORTGAGE,3.0,EDUCATION,A,10200,7.9,0,0.08,N,2,0.07727272727272727
15378,23,132000,MORTGAGE,5.0,PERSONAL,A,15000,6.99,0,0.11,N,2,0.11363636363636363
15379,25,65000,RENT,4.0,PERSONAL,C,15000,13.49,0,0.23,N,2,0.23076923076923078
15380,24,132000,MORTGAGE,8.0,VENTURE,D,14000,17.49,0,0.11,Y,2,0.10606060606060606
15381,25,59000,RENT,4.0,MEDICAL,B,15000,9.99,1,0.25,N,3,0.2542372881355932
15382,26,132000,MORTGAGE,10.0,MEDICAL,B,11200,10.99,0,0.08,N,4,0.08484848484848485
15383,23,120000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,8000,15.31,1,0.07,Y,2,0.06666666666666667
15384,26,65000,RENT,5.0,HOMEIMPROVEMENT,A,15000,7.66,0,0.23,N,4,0.23076923076923078
15385,22,132000,MORTGAGE,3.0,MEDICAL,A,10000,7.66,0,0.08,N,2,0.07575757575757576
15386,23,132000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9600,7.14,0,0.07,N,3,0.07272727272727272
15387,24,65000,RENT,5.0,PERSONAL,A,15000,6.17,0,0.23,N,2,0.23076923076923078
15388,25,59000,RENT,0.0,DEBTCONSOLIDATION,E,15000,16.45,1,0.25,N,4,0.2542372881355932
15389,25,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.99,1,0.21,N,2,0.20833333333333334
15390,25,132000,MORTGAGE,1.0,VENTURE,B,12000,10.99,0,0.09,N,2,0.09090909090909091
15391,23,65000,RENT,7.0,VENTURE,B,15000,11.12,0,0.23,N,3,0.23076923076923078
15392,23,132000,MORTGAGE,7.0,PERSONAL,C,9000,11.34,0,0.07,Y,3,0.06818181818181818
15393,24,132132,MORTGAGE,8.0,MEDICAL,A,28000,8.49,0,0.21,N,3,0.21190930281839374
15394,23,65000,RENT,0.0,MEDICAL,A,15000,7.88,0,0.23,N,3,0.23076923076923078
15395,22,65000,RENT,0.0,MEDICAL,B,15000,11.36,0,0.23,N,3,0.23076923076923078
15396,26,132500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,12.69,0,0.09,N,3,0.09056603773584905
15397,24,65000,RENT,8.0,MEDICAL,B,15000,9.88,0,0.23,N,2,0.23076923076923078
15398,23,65000,RENT,3.0,VENTURE,A,15000,8.94,0,0.23,N,3,0.23076923076923078
15399,24,132652,MORTGAGE,8.0,MEDICAL,A,28000,8.49,0,0.21,N,3,0.2110786117058167
15400,26,132750,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,11.49,0,0.09,N,4,0.0903954802259887
15401,24,132996,MORTGAGE,3.0,VENTURE,B,5000,10.99,0,0.04,N,3,0.03759511564257571
15402,24,133000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,11.99,0,0.02,N,4,0.022556390977443608
15403,23,133000,MORTGAGE,2.0,EDUCATION,A,24000,7.49,0,0.18,N,4,0.18045112781954886
15404,24,133000,OWN,4.0,VENTURE,A,4000,7.4,0,0.03,N,3,0.03007518796992481
15405,25,133119,MORTGAGE,10.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.19,N,3,0.1878018915406516
15406,24,103044,MORTGAGE,8.0,MEDICAL,D,11600,15.05,1,0.1,Y,2,0.11257326967120841
15407,25,65000,RENT,9.0,EDUCATION,E,15000,16.32,0,0.23,N,2,0.23076923076923078
15408,25,65000,RENT,0.0,PERSONAL,A,15000,9.63,0,0.23,N,4,0.23076923076923078
15409,26,134000,MORTGAGE,2.0,EDUCATION,C,30000,13.49,0,0.22,Y,3,0.22388059701492538
15410,25,59004,RENT,1.0,VENTURE,D,15000,15.58,1,0.25,N,2,0.254220052877771
15411,22,65004,RENT,4.0,VENTURE,E,15000,16.95,0,0.23,N,3,0.23075503045966403
15412,26,134400,MORTGAGE,3.0,MEDICAL,C,10000,12.68,0,0.07,N,3,0.0744047619047619
15413,25,134748,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.75,0,0.19,N,3,0.18553151067177248
15414,23,60000,RENT,7.0,PERSONAL,B,15000,10.62,1,0.25,N,3,0.25
15415,24,66500,RENT,0.0,PERSONAL,A,15000,6.54,0,0.23,N,3,0.22556390977443608
15416,24,135000,MORTGAGE,8.0,VENTURE,B,21000,12.69,0,0.16,N,2,0.15555555555555556
15417,20,135000,MORTGAGE,1.0,VENTURE,C,15000,15.96,0,0.11,Y,2,0.1111111111111111
15418,24,135000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,8800,6.03,0,0.07,N,2,0.06518518518518518
15419,26,135000,MORTGAGE,11.0,EDUCATION,A,6700,6.03,0,0.05,N,4,0.04962962962962963
15420,25,135000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,10000,15.62,0,0.07,Y,3,0.07407407407407407
15421,24,135000,MORTGAGE,8.0,VENTURE,A,5225,7.49,0,0.04,N,3,0.038703703703703705
15422,24,135000,MORTGAGE,4.0,MEDICAL,A,25000,7.49,0,0.19,N,2,0.18518518518518517
15423,26,135000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,24000,12.99,0,0.18,N,2,0.17777777777777778
15424,23,135000,MORTGAGE,1.0,VENTURE,D,12500,15.99,0,0.09,N,2,0.09259259259259259
15425,24,135000,MORTGAGE,0.0,EDUCATION,A,6000,6.92,0,0.04,N,2,0.044444444444444446
15426,24,135000,MORTGAGE,8.0,PERSONAL,B,21000,10.74,0,0.16,N,2,0.15555555555555556
15427,22,21600,OWN,5.0,PERSONAL,A,5000,7.9,0,0.23,N,3,0.23148148148148148
15428,24,135000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.07,N,3,0.07407407407407407
15429,23,135000,OWN,7.0,VENTURE,A,16000,6.91,0,0.12,N,3,0.11851851851851852
15430,24,135000,MORTGAGE,8.0,MEDICAL,A,17000,6.17,0,0.13,N,4,0.1259259259259259
15431,22,68000,RENT,7.0,MEDICAL,B,15000,10.37,0,0.22,N,3,0.22058823529411764
15432,26,104550,MORTGAGE,5.0,MEDICAL,D,24000,15.21,1,0.2,Y,4,0.22955523672883787
15433,24,135000,MORTGAGE,3.0,VENTURE,B,21000,10.38,0,0.16,N,4,0.15555555555555556
15434,26,104550,MORTGAGE,6.0,MEDICAL,D,15000,15.33,1,0.12,N,3,0.14347202295552366
15435,23,69000,RENT,3.0,EDUCATION,B,15000,10.65,0,0.22,N,4,0.21739130434782608
15436,21,69000,RENT,3.0,MEDICAL,A,15000,8.49,0,0.22,N,2,0.21739130434782608
15437,25,135000,MORTGAGE,9.0,PERSONAL,D,25000,16.07,0,0.19,Y,4,0.18518518518518517
15438,25,135000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,20000,12.73,0,0.15,Y,3,0.14814814814814814
15439,24,69400,RENT,8.0,VENTURE,D,15000,13.24,0,0.22,N,4,0.21613832853025935
15440,25,135000,MORTGAGE,0.0,VENTURE,D,16000,15.31,0,0.12,Y,3,0.11851851851851852
15441,24,135000,MORTGAGE,0.0,VENTURE,C,12500,13.48,0,0.09,N,4,0.09259259259259259
15442,23,69996,RENT,4.0,PERSONAL,C,15000,13.43,0,0.21,Y,4,0.2142979598834219
15443,24,123000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,24250,12.87,1,0.2,Y,4,0.19715447154471544
15444,23,135000,MORTGAGE,8.0,EDUCATION,F,10000,18.43,0,0.07,N,4,0.07407407407407407
15445,23,69996,RENT,7.0,EDUCATION,B,15000,11.89,0,0.21,N,4,0.2142979598834219
15446,22,135000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10800,8.0,0,0.08,N,4,0.08
15447,25,70000,RENT,9.0,HOMEIMPROVEMENT,D,15000,16.02,0,0.21,N,4,0.21428571428571427
15448,24,135000,MORTGAGE,8.0,EDUCATION,A,12000,9.38,0,0.09,N,2,0.08888888888888889
15449,23,136000,MORTGAGE,2.0,PERSONAL,D,9800,15.99,0,0.07,Y,3,0.07205882352941176
15450,21,70000,RENT,5.0,EDUCATION,C,15000,13.48,0,0.21,Y,3,0.21428571428571427
15451,21,70000,RENT,5.0,EDUCATION,B,15000,10.38,0,0.21,N,2,0.21428571428571427
15452,25,136000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000,12.87,0,0.06,N,3,0.058823529411764705
15453,26,70000,RENT,6.0,VENTURE,E,15000,16.35,0,0.21,Y,3,0.21428571428571427
15454,26,105400,MORTGAGE,6.0,MEDICAL,D,24000,14.61,1,0.19,N,3,0.22770398481973433
15455,23,136000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8000,8.32,0,0.06,N,3,0.058823529411764705
15456,26,137000,MORTGAGE,3.0,EDUCATION,A,21500,6.62,0,0.16,N,4,0.15693430656934307
15457,25,70000,RENT,6.0,PERSONAL,B,15000,11.89,0,0.21,N,2,0.21428571428571427
15458,22,137000,MORTGAGE,3.0,MEDICAL,B,25000,9.99,0,0.18,N,4,0.18248175182481752
15459,26,137000,MORTGAGE,3.0,EDUCATION,B,3500,12.18,0,0.03,N,2,0.025547445255474453
15460,23,137000,MORTGAGE,0.0,EDUCATION,A,11400,9.63,0,0.08,N,2,0.08321167883211679
15461,22,137004,MORTGAGE,3.0,VENTURE,A,10000,5.79,0,0.07,N,2,0.0729905696184053
15462,25,64000,RENT,8.0,DEBTCONSOLIDATION,D,15000,14.42,1,0.23,Y,3,0.234375
15463,26,138000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7500,6.03,0,0.05,N,3,0.05434782608695652
15464,25,138000,MORTGAGE,9.0,PERSONAL,A,8000,6.99,0,0.06,N,4,0.057971014492753624
15465,22,70204,RENT,6.0,PERSONAL,D,15000,15.7,0,0.21,Y,3,0.21366303914306878
15466,21,70500,RENT,5.0,VENTURE,A,15000,8.0,0,0.21,N,3,0.2127659574468085
15467,24,138000,OWN,8.0,PERSONAL,A,16500,6.54,0,0.12,N,3,0.11956521739130435
15468,23,138000,MORTGAGE,7.0,PERSONAL,B,2700,11.86,0,0.02,N,2,0.01956521739130435
15469,25,138000,MORTGAGE,0.0,MEDICAL,B,5000,11.86,0,0.04,N,4,0.036231884057971016
15470,25,138000,OWN,9.0,MEDICAL,B,21600,10.99,0,0.16,N,4,0.1565217391304348
15471,25,138000,MORTGAGE,3.0,EDUCATION,C,9000,12.22,0,0.07,N,3,0.06521739130434782
15472,23,21000,OWN,4.0,VENTURE,C,3825,14.65,0,0.18,N,4,0.18214285714285713
15473,25,126996,MORTGAGE,8.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.04,Y,2,0.03937131878169391
15474,23,21000,OWN,7.0,VENTURE,B,7500,12.69,0,0.36,N,3,0.35714285714285715
15475,23,21000,OWN,2.0,EDUCATION,C,6000,15.27,0,0.29,N,2,0.2857142857142857
15476,26,139992,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14400,10.99,0,0.1,N,2,0.10286302074404252
15477,24,65000,RENT,8.0,VENTURE,E,15000,16.32,1,0.23,Y,4,0.23076923076923078
15478,23,140000,OWN,6.0,EDUCATION,C,16400,15.96,0,0.12,Y,3,0.11714285714285715
15479,24,128000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,18000,17.27,1,0.14,Y,2,0.140625
15480,25,140000,MORTGAGE,3.0,MEDICAL,B,8000,11.71,0,0.06,N,2,0.05714285714285714
15481,21,140000,MORTGAGE,2.0,EDUCATION,A,18000,7.9,0,0.13,N,4,0.12857142857142856
15482,23,140000,MORTGAGE,7.0,PERSONAL,B,12000,11.71,0,0.09,N,4,0.08571428571428572
15483,25,72000,RENT,7.0,DEBTCONSOLIDATION,B,15000,12.42,0,0.21,N,3,0.20833333333333334
15484,26,72000,RENT,6.0,PERSONAL,A,15000,6.92,0,0.21,N,3,0.20833333333333334
15485,26,66000,RENT,2.0,PERSONAL,D,15000,16.02,1,0.23,N,2,0.22727272727272727
15486,25,72000,RENT,7.0,DEBTCONSOLIDATION,C,15000,12.68,0,0.21,N,3,0.20833333333333334
15487,23,140000,MORTGAGE,4.0,PERSONAL,A,12000,5.42,0,0.09,N,3,0.08571428571428572
15488,23,140000,MORTGAGE,7.0,PERSONAL,A,12000,8.49,0,0.09,N,3,0.08571428571428572
15489,22,72000,RENT,6.0,VENTURE,E,15000,17.19,0,0.21,N,2,0.20833333333333334
15490,24,72000,RENT,4.0,MEDICAL,B,15000,10.99,0,0.21,N,4,0.20833333333333334
15491,22,140000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.07,N,3,0.07142857142857142
15492,24,140000,MORTGAGE,3.0,PERSONAL,A,4475,7.49,0,0.03,N,4,0.031964285714285716
15493,26,21000,OWN,4.0,EDUCATION,C,8000,13.79,0,0.38,Y,3,0.38095238095238093
15494,25,140000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,35000,10.59,0,0.25,N,3,0.25
15495,23,56525,RENT,1.0,MEDICAL,B,15000,11.48,1,0.23,N,4,0.26536930561698363
15496,23,140000,MORTGAGE,7.0,PERSONAL,C,6000,13.49,0,0.04,Y,3,0.04285714285714286
15497,23,140000,MORTGAGE,0.0,EDUCATION,A,3500,5.79,0,0.03,N,3,0.025
15498,24,73500,RENT,7.0,MEDICAL,C,15000,13.16,0,0.2,Y,3,0.20408163265306123
15499,23,73500,RENT,3.0,PERSONAL,B,15000,11.89,0,0.2,N,3,0.20408163265306123
15500,24,140000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,25000,10.74,0,0.18,N,4,0.17857142857142858
15501,24,140000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,20000,6.54,0,0.14,N,4,0.14285714285714285
15502,22,140000,MORTGAGE,6.0,VENTURE,A,20000,6.91,0,0.14,N,3,0.14285714285714285
15503,24,140000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,10.36,0,0.18,N,2,0.17857142857142858
15504,25,140000,MORTGAGE,10.0,MEDICAL,B,22000,8.88,0,0.16,N,3,0.15714285714285714
15505,23,74424,RENT,4.0,EDUCATION,C,15000,13.47,0,0.2,Y,3,0.2015478877781361
15506,24,140000,MORTGAGE,8.0,MEDICAL,B,16000,10.38,0,0.11,N,2,0.11428571428571428
15507,23,140000,MORTGAGE,3.0,PERSONAL,D,15000,15.58,0,0.11,Y,3,0.10714285714285714
15508,24,75000,RENT,6.0,PERSONAL,B,15000,11.71,0,0.2,N,4,0.2
15509,23,75000,RENT,4.0,MEDICAL,B,15000,10.99,0,0.2,N,3,0.2
15510,25,140000,MORTGAGE,2.0,EDUCATION,A,4800,7.88,0,0.03,N,4,0.03428571428571429
15511,26,140000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,13050,14.59,0,0.09,Y,3,0.09321428571428571
15512,26,140000,MORTGAGE,10.0,VENTURE,B,24250,12.53,0,0.17,N,3,0.1732142857142857
15513,21,69000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.28,1,0.22,Y,4,0.21739130434782608
15514,21,75000,RENT,5.0,MEDICAL,B,15000,10.37,0,0.2,N,4,0.2
15515,23,58650,RENT,7.0,MEDICAL,C,15000,13.43,1,0.22,Y,4,0.2557544757033248
15516,25,128000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,11.58,1,0.08,N,2,0.078125
15517,21,20004,OWN,2.0,MEDICAL,B,2500,9.63,0,0.12,N,2,0.1249750049990002
15518,22,108803,MORTGAGE,6.0,MEDICAL,C,10000,12.23,1,0.08,N,4,0.09190923044401349
15519,24,140004,MORTGAGE,4.0,EDUCATION,E,4000,16.45,0,0.03,N,3,0.02857061226822091
15520,23,75000,RENT,6.0,EDUCATION,A,15000,6.54,0,0.2,N,3,0.2
15521,25,140004,OTHER,8.0,MEDICAL,C,4500,12.87,0,0.03,N,4,0.032141938801748524
15522,24,140300,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,11.14,0,0.04,N,3,0.042765502494654314
15523,24,141000,MORTGAGE,0.0,VENTURE,A,10000,5.99,0,0.07,N,3,0.07092198581560284
15524,24,141000,OWN,8.0,PERSONAL,A,10000,7.49,0,0.07,N,2,0.07092198581560284
15525,23,141000,MORTGAGE,1.0,EDUCATION,B,15000,10.99,0,0.11,N,4,0.10638297872340426
15526,24,141000,MORTGAGE,2.0,EDUCATION,B,12000,12.53,0,0.09,N,4,0.0851063829787234
15527,25,141996,MORTGAGE,0.0,PERSONAL,A,14000,7.51,0,0.1,N,3,0.09859432660074932
15528,24,142000,OWN,0.0,VENTURE,A,7500,7.88,0,0.05,N,2,0.0528169014084507
15529,25,69000,RENT,0.0,HOMEIMPROVEMENT,E,15000,16.7,1,0.22,Y,3,0.21739130434782608
15530,24,143123,MORTGAGE,2.0,PERSONAL,D,4000,12.61,0,0.03,N,4,0.027947988792856496
15531,26,143375,MORTGAGE,10.0,MEDICAL,A,12000,7.66,0,0.08,N,3,0.08369659982563209
15532,24,132000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,1500,17.27,1,0.01,N,2,0.011363636363636364
15533,23,144000,MORTGAGE,7.0,PERSONAL,A,10000,5.99,0,0.07,N,2,0.06944444444444445
15534,26,144000,MORTGAGE,2.0,EDUCATION,A,12000,7.49,0,0.08,N,3,0.08333333333333333
15535,23,144000,OWN,1.0,VENTURE,A,6800,7.49,0,0.05,N,2,0.04722222222222222
15536,24,144000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14700,7.66,0,0.1,N,3,0.10208333333333333
15537,26,75531,RENT,3.0,PERSONAL,D,15000,16.49,0,0.2,N,4,0.19859395480001588
15538,24,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000,14.72,0,0.06,N,4,0.05555555555555555
15539,24,144000,MORTGAGE,8.0,PERSONAL,B,14400,10.25,0,0.1,N,3,0.1
15540,23,76000,RENT,3.0,VENTURE,B,15000,10.74,0,0.2,N,4,0.19736842105263158
15541,26,76000,RENT,6.0,DEBTCONSOLIDATION,C,15000,13.11,0,0.2,N,4,0.19736842105263158
15542,25,144996,MORTGAGE,2.0,EDUCATION,E,25000,16.35,0,0.17,Y,2,0.17241854947722696
15543,23,145000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,11.71,0,0.07,N,3,0.06896551724137931
15544,23,77000,RENT,7.0,PERSONAL,B,15000,12.42,0,0.19,N,2,0.19480519480519481
15545,24,145000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.05,N,3,0.04827586206896552
15546,24,20000,OWN,2.0,HOMEIMPROVEMENT,A,3000,8.94,0,0.15,N,2,0.15
